age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,engagement_score,support_pressure_score,payment_risk_score,revenue_per_product,customer_age_group,tenure_group,renewal_risk_flag,high_value_customer_flag,churn
38,Female,North America,Organic Search,Basic,Annual,21,54.38,1141.98,1,2,37.08,23.34,2,1,0,True,Credit Card,7.0,31,29,0.343,0.007,1,9,17.23,46.0,8,54.38,30-44,Established,True,False,0
29,Male,Europe,Referral,Business,Monthly,10,308.13,3081.3,1,13,22.73,21.47,7,2,0,False,PayPal,5.6,5,13,0.578,0.032,1,249,21.82,100.0,0,308.13,18-29,Developing,False,False,0
44,Female,North America,Outbound Sales,Professional,Annual,15,148.65,2229.75,1,12,1.0,9.98,3,0,0,True,PayPal,6.7,26,27,0.305,0.024,1,184,11.69,37.2,8,148.65,30-44,Developing,False,False,0
65,Female,North America,Referral,Business,Monthly,22,290.31,6386.82,5,29,45.21,49.06,2,1,1,False,Credit Card,6.7,-16,52,0.631,0.07,0,238,41.55,47.2,18,58.06,60+,Established,False,False,0
61,Male,Europe,Partner,Enterprise,Two-Year,50,1552.09,77604.5,7,41,46.68,69.03,7,2,0,False,Invoice,6.8,-1,9,0.581,0.1,4,250,52.83,100.0,0,221.73,60+,Long-Term,False,True,0
47,Female,Middle East & Africa,Paid Search,Basic,Two-Year,18,50.01,900.18,2,23,28.68,33.39,0,0,0,True,Invoice,7.9,35,54,0.574,0.032,1,231,30.67,8.4,8,25.0,45-59,Developing,False,False,0
33,Female,Europe,Referral,Professional,Monthly,42,130.21,5468.82,4,26,30.58,46.57,6,2,1,False,Invoice,6.8,23,16,0.314,0.011,0,181,33.42,96.8,18,32.55,30-44,Long-Term,False,False,0
43,Male,North America,Social,Professional,Monthly,16,112.14,1794.24,6,34,19.13,45.95,3,2,1,False,Credit Card,5.4,-7,92,0.121,0.026,1,105,33.15,78.4,18,18.69,30-44,Developing,False,False,0
47,Female,North America,Referral,Business,Monthly,46,299.31,13768.26,2,14,15.29,28.74,3,1,0,False,Invoice,7.0,12,12,0.306,0.002,0,182,20.24,54.0,0,149.66,45-59,Long-Term,False,False,0
26,Male,North America,Referral,Professional,Monthly,24,105.66,2535.84,4,22,36.04,37.5,2,1,0,True,PayPal,8.5,59,4,0.427,0.094,0,269,31.78,40.0,8,26.42,18-29,Established,False,False,0
20,Male,Europe,Organic Search,Basic,Monthly,40,41.72,1668.8,6,33,44.59,53.48,3,1,0,False,PayPal,7.5,43,28,0.373,0.025,0,66,41.5,52.0,0,6.95,18-29,Long-Term,False,False,0
58,Female,Asia Pacific,Outbound Sales,Business,Monthly,43,274.72,11812.96,3,24,18.86,41.61,3,0,0,False,PayPal,6.7,42,1,0.44,0.059,2,76,30.95,37.2,0,91.57,45-59,Long-Term,False,False,0
34,Female,Europe,Social,Enterprise,Monthly,28,848.08,23746.24,6,32,34.21,58.71,6,1,0,False,Invoice,6.7,15,1,0.454,0.127,5,72,42.82,79.2,0,141.35,30-44,Established,False,True,0
25,Prefer not to say,North America,Referral,Professional,Annual,26,160.02,4160.52,3,24,34.1,35.98,7,4,2,False,Credit Card,3.3,-46,18,0.559,0.116,0,194,33.43,100.0,36,53.34,18-29,Established,False,False,0
43,Male,Europe,Outbound Sales,Basic,Annual,22,40.76,896.72,3,18,18.73,30.5,3,0,0,False,Invoice,7.2,59,2,0.467,0.084,0,327,25.49,35.2,0,13.59,30-44,Established,False,False,0
39,Female,Asia Pacific,Referral,Basic,Monthly,16,50.73,811.68,4,11,36.01,26.48,1,0,1,True,Invoice,9.9,63,20,0.243,0.024,1,358,21.11,8.4,26,12.68,30-44,Developing,False,False,0
62,Female,Europe,Paid Search,Business,Monthly,30,284.03,8520.9,1,22,15.76,20.73,4,2,0,False,ACH,4.5,-39,23,0.458,0.171,4,224,24.62,90.0,0,284.03,60+,Established,False,False,0
36,Female,Europe,Paid Search,Basic,Annual,53,61.51,3260.03,2,11,14.43,15.46,2,0,1,True,ACH,6.2,10,8,0.582,0.145,2,124,19.0,31.2,26,30.76,30-44,Long-Term,False,False,0
36,Prefer not to say,Europe,Outbound Sales,Basic,Monthly,33,31.65,1044.45,3,23,22.82,26.38,3,3,0,False,Credit Card,4.4,15,7,0.508,0.02,1,296,26.86,100.0,0,10.55,30-44,Established,False,False,0
43,Non-binary,Europe,Paid Search,Business,Monthly,14,255.09,3571.26,5,24,32.34,56.11,1,0,0,False,Credit Card,10.0,84,2,0.284,0.052,3,113,35.8,8.0,0,51.02,30-44,Developing,False,False,0
37,Male,Asia Pacific,Outbound Sales,Business,Two-Year,66,468.92,30948.72,6,20,47.76,50.42,3,2,0,False,ACH,8.1,42,49,0.294,0.115,1,241,35.51,67.6,0,78.15,30-44,Long-Term,False,True,0
18,Male,Asia Pacific,Referral,Basic,Monthly,41,59.25,2429.25,2,9,12.39,12.16,3,0,1,False,ACH,6.2,-8,79,0.561,0.078,3,86,15.93,39.2,18,29.62,18-29,Long-Term,False,False,0
60,Female,North America,Organic Search,Professional,Two-Year,53,211.93,11232.29,3,26,44.63,43.46,0,0,0,False,PayPal,9.8,100,62,0.232,0.028,0,111,34.06,0.8,0,70.64,60+,Long-Term,False,False,0
26,Male,Europe,Partner,Basic,Annual,17,51.9,882.3,3,20,27.38,42.94,3,0,1,True,PayPal,8.6,68,14,0.676,0.099,1,224,33.71,29.6,26,17.3,18-29,Developing,False,False,0
32,Female,Asia Pacific,Organic Search,Basic,Two-Year,42,49.97,2098.74,1,18,36.16,6.97,4,1,0,True,Credit Card,6.5,7,1,0.214,0.011,2,155,17.93,64.0,8,49.97,30-44,Long-Term,False,False,0
40,Female,Europe,Paid Search,Business,Annual,7,474.59,3322.13,5,17,39.71,44.21,2,1,0,False,ACH,8.9,78,10,0.452,0.122,2,240,32.71,38.4,0,94.92,30-44,Developing,False,True,0
35,Female,Europe,Paid Search,Business,Two-Year,44,391.61,17230.84,5,24,32.19,37.34,4,1,0,True,ACH,5.8,30,17,0.421,0.048,1,89,31.47,66.8,8,78.32,30-44,Long-Term,False,True,0
19,Male,North America,Referral,Enterprise,Annual,49,972.78,47666.22,7,29,50.86,60.91,3,2,1,True,Credit Card,8.9,58,71,0.562,0.077,1,74,45.38,64.4,26,138.97,18-29,Long-Term,False,True,0
30,Female,Asia Pacific,Referral,Professional,Monthly,13,125.31,1629.03,2,18,2.41,32.79,3,1,1,False,ACH,9.1,81,2,0.284,0.027,0,309,21.2,45.6,18,62.66,30-44,Developing,False,False,0
25,Male,Europe,Paid Search,Professional,Monthly,13,120.9,1571.7,4,17,16.5,48.14,4,1,0,False,Credit Card,7.1,33,12,0.611,0.119,0,259,31.78,61.6,0,30.22,18-29,Developing,False,False,0
38,Female,Europe,Organic Search,Basic,Monthly,17,52.63,894.71,4,18,29.92,33.45,3,0,0,True,ACH,7.5,38,57,0.162,0.027,1,190,24.52,34.0,8,13.16,30-44,Developing,False,False,0
37,Male,Latin America,Paid Search,Business,Annual,17,242.35,4119.95,5,24,38.04,61.82,1,0,1,False,PayPal,9.1,45,15,0.111,0.008,0,47,36.24,11.6,18,48.47,30-44,Developing,False,False,0
51,Female,North America,Paid Search,Basic,Annual,16,53.2,851.2,4,34,23.94,43.82,1,0,0,True,Credit Card,7.8,46,2,0.29,0.02,0,362,34.9,16.8,8,13.3,45-59,Developing,False,False,0
34,Female,North America,Paid Search,Professional,Monthly,13,121.91,1584.83,3,21,35.17,39.7,1,1,0,False,Credit Card,7.1,28,14,0.291,0.074,0,359,30.3,37.6,0,40.64,30-44,Developing,False,False,0
46,Female,North America,Referral,Enterprise,Annual,52,957.87,49809.24,4,25,28.19,39.54,4,3,0,False,Credit Card,6.3,18,15,0.451,0.097,2,275,32.73,100.0,0,239.47,45-59,Long-Term,False,True,0
26,Female,Europe,Social,Business,Two-Year,19,476.38,9051.22,4,24,28.2,46.82,2,0,0,False,Credit Card,7.3,32,54,0.273,0.081,2,61,32.54,26.8,0,119.1,18-29,Established,False,True,0
31,Female,Europe,Organic Search,Enterprise,Monthly,71,835.69,59333.99,4,9,34.71,36.68,1,1,0,True,Invoice,9.5,55,2,0.427,0.06,4,230,25.29,28.0,8,208.92,30-44,Long-Term,False,True,0
49,Male,North America,Referral,Business,Monthly,34,381.22,12961.48,4,17,31.7,43.83,4,1,0,False,PayPal,6.9,22,15,0.234,0.028,2,343,28.21,62.4,0,95.3,45-59,Established,False,True,0
46,Male,North America,Partner,Basic,Monthly,9,34.64,311.76,1,13,1.0,2.35,3,0,1,False,Invoice,8.0,44,24,0.395,0.033,0,261,10.83,32.0,18,34.64,45-59,Developing,False,False,0
57,Female,North America,Paid Search,Professional,Annual,11,147.91,1627.01,2,15,20.22,41.66,1,0,0,True,ACH,7.2,32,28,0.135,0.013,0,114,23.73,19.2,8,73.96,45-59,Developing,False,False,0
41,Male,Asia Pacific,Organic Search,Professional,Monthly,7,117.48,822.36,4,28,28.49,31.57,2,1,0,False,PayPal,7.2,32,8,0.131,0.034,2,328,27.87,45.2,0,29.37,30-44,Developing,False,False,0
39,Male,North America,Referral,Business,Annual,29,352.52,10223.08,3,25,21.25,28.96,4,4,0,False,PayPal,6.6,-5,10,0.749,0.24,3,306,32.87,100.0,0,117.51,30-44,Established,False,True,0
23,Female,Asia Pacific,Organic Search,Basic,Two-Year,16,64.41,1030.56,3,16,34.63,28.59,4,1,1,True,Credit Card,7.2,33,34,0.25,0.088,0,352,24.42,61.2,26,21.47,18-29,Developing,False,False,0
47,Male,North America,Paid Search,Enterprise,Annual,20,1465.71,29314.2,7,36,44.28,75.62,3,0,0,False,Invoice,7.6,34,6,0.679,0.114,8,114,53.36,33.6,0,209.39,45-59,Established,False,True,0
29,Female,North America,Partner,Professional,Monthly,10,107.52,1075.2,3,33,45.21,60.24,1,0,2,False,Invoice,8.3,47,51,0.428,0.053,0,47,44.46,14.8,36,35.84,18-29,Developing,False,False,0
19,Female,Latin America,Outbound Sales,Professional,Annual,66,121.94,8048.04,4,3,32.33,31.26,2,1,1,False,Credit Card,10.0,90,98,0.198,0.022,0,7,18.0,34.0,18,30.48,18-29,Long-Term,True,False,0
41,Non-binary,Europe,Organic Search,Professional,Monthly,7,76.38,534.66,3,23,32.53,54.8,5,0,0,False,Invoice,6.4,19,22,0.337,0.004,0,28,35.05,54.4,0,25.46,30-44,Developing,True,False,0
22,Male,Europe,Social,Business,Monthly,16,380.67,6090.72,7,28,34.42,56.42,0,0,0,False,PayPal,9.2,76,1,0.23,0.029,3,243,37.2,3.2,0,54.38,18-29,Developing,False,True,0
40,Female,North America,Partner,Business,Monthly,39,401.25,15648.75,4,18,27.75,30.82,3,2,2,False,Invoice,6.5,13,117,0.374,0.002,1,108,25.26,74.0,36,100.31,30-44,Long-Term,False,True,0
51,Female,Asia Pacific,Social,Professional,Monthly,20,139.96,2799.2,4,26,34.73,25.92,3,1,0,True,Invoice,7.0,21,27,0.472,0.124,0,301,30.59,54.0,8,34.99,45-59,Established,False,False,0
37,Male,Europe,Paid Search,Business,Monthly,16,170.05,2720.8,2,13,19.12,30.73,2,0,1,False,Credit Card,7.9,50,39,0.499,0.133,1,264,24.25,24.4,18,85.02,30-44,Developing,False,False,0
42,Prefer not to say,Europe,Paid Search,Professional,Annual,34,150.6,5120.4,6,25,57.9,50.11,2,0,0,False,Credit Card,7.2,47,49,0.27,0.021,0,330,38.02,27.2,0,25.1,30-44,Established,False,False,0
69,Female,Europe,Paid Search,Basic,Monthly,43,41.9,1801.7,1,0,13.2,1.73,4,2,0,True,Credit Card,4.2,-9,130,0.436,0.014,1,90,7.1,91.2,8,41.9,60+,Long-Term,False,False,0
54,Male,Latin America,Outbound Sales,Professional,Monthly,13,116.53,1514.89,4,19,47.77,47.93,3,0,2,False,Invoice,9.4,74,11,0.406,0.073,0,99,35.02,26.4,36,29.13,45-59,Developing,False,False,0
30,Prefer not to say,Latin America,Organic Search,Basic,Monthly,47,46.57,2188.79,2,23,31.29,36.21,2,0,1,False,Credit Card,6.6,-6,24,0.274,0.043,0,261,29.04,29.6,18,23.28,30-44,Long-Term,False,False,0
49,Female,Asia Pacific,Social,Basic,Monthly,20,39.51,790.2,3,26,39.71,37.36,5,1,2,False,ACH,8.0,49,3,0.407,0.062,0,348,33.54,66.0,36,13.17,45-59,Established,False,False,1
33,Male,North America,Paid Search,Basic,Annual,48,47.42,2276.16,5,14,49.48,38.7,2,1,1,False,ACH,5.8,-5,9,0.608,0.143,0,44,33.06,50.8,18,9.48,30-44,Long-Term,True,False,0
37,Female,North America,Organic Search,Basic,Monthly,9,31.74,285.66,3,17,20.26,16.38,3,0,0,False,ACH,7.5,36,67,0.131,0.019,1,22,17.05,34.0,0,10.58,30-44,Developing,True,False,0
25,Female,North America,Referral,Business,Monthly,27,318.93,8611.11,5,37,26.42,45.4,1,0,2,True,Credit Card,6.9,47,42,0.448,0.058,0,147,39.04,20.4,44,63.79,18-29,Established,False,True,0
30,Female,Asia Pacific,Partner,Basic,Monthly,29,49.84,1445.36,5,34,37.47,47.95,2,0,0,True,Credit Card,6.6,39,17,0.56,0.045,0,268,41.23,29.6,8,9.97,30-44,Established,False,False,0
48,Female,Latin America,Paid Search,Basic,Monthly,6,49.73,298.38,2,23,7.29,22.03,2,0,0,False,Invoice,7.2,33,2,0.536,0.034,0,186,23.52,27.2,0,24.86,45-59,New,False,False,0
40,Prefer not to say,North America,Paid Search,Enterprise,Monthly,16,573.7,9179.2,7,30,39.56,72.78,2,0,1,True,Credit Card,10.0,76,10,0.506,0.111,2,331,47.38,16.0,26,81.96,30-44,Developing,False,True,0
25,Female,North America,Outbound Sales,Basic,Annual,32,56.54,1809.28,1,7,13.04,6.69,0,0,0,True,Credit Card,8.5,65,13,0.372,0.081,1,235,11.66,6.0,8,56.54,18-29,Established,False,False,0
32,Male,Europe,Paid Search,Basic,Monthly,19,35.39,672.41,3,18,37.26,18.34,3,0,1,True,Invoice,7.4,59,0,0.597,0.095,0,115,26.18,34.4,26,11.8,30-44,Established,False,False,0
54,Female,Asia Pacific,Paid Search,Business,Monthly,62,255.57,15845.34,5,43,38.3,73.01,1,0,1,False,Invoice,10.0,67,17,0.689,0.027,1,310,53.92,8.0,18,51.11,45-59,Long-Term,False,False,0
32,Female,Latin America,Organic Search,Enterprise,Annual,14,802.12,11229.68,2,15,25.24,24.17,3,3,0,True,Invoice,4.9,-19,16,0.41,0.013,3,118,22.03,98.4,8,401.06,30-44,Developing,False,True,0
36,Male,Europe,Organic Search,Business,Annual,29,237.77,6895.33,2,15,19.36,8.77,3,2,0,False,ACH,7.2,19,159,0.361,0.085,2,181,16.71,71.2,0,118.88,30-44,Established,False,False,0
39,Female,Middle East & Africa,Referral,Business,Annual,13,437.11,5682.43,3,20,25.39,37.92,4,2,0,False,Credit Card,5.9,9,12,0.559,0.023,2,365,29.95,84.4,0,145.7,30-44,Developing,False,True,0
33,Male,Europe,Outbound Sales,Basic,Monthly,10,66.68,666.8,5,21,29.85,30.43,3,3,0,True,Invoice,4.6,-15,18,0.467,0.142,0,44,29.12,99.6,8,13.34,30-44,Developing,True,False,0
60,Female,North America,Referral,Basic,Monthly,25,44.88,1122.0,1,13,39.51,33.72,6,0,0,True,Invoice,8.6,45,24,0.343,0.159,0,108,27.06,53.6,8,44.88,60+,Established,False,False,0
49,Male,North America,Organic Search,Basic,Annual,54,45.77,2471.58,2,26,27.7,35.16,1,1,0,False,Credit Card,6.6,5,6,0.399,0.049,0,215,30.78,39.6,0,22.88,45-59,Long-Term,False,False,0
18,Male,Asia Pacific,Paid Search,Enterprise,Annual,55,1049.12,57701.6,3,16,29.93,40.43,2,0,0,False,Invoice,9.3,73,9,0.324,0.095,3,108,28.04,18.8,0,349.71,18-29,Long-Term,False,True,0
34,Female,North America,Organic Search,Professional,Annual,60,155.29,9317.4,3,26,16.78,37.05,4,1,0,False,Credit Card,7.0,60,11,0.339,0.152,2,352,30.05,62.0,0,51.76,30-44,Long-Term,False,False,0
45,Male,Europe,Social,Professional,Two-Year,33,146.81,4844.73,2,17,9.08,25.94,3,0,1,True,Credit Card,7.8,32,74,0.638,0.211,1,215,25.14,32.8,26,73.4,45-59,Established,False,False,0
57,Male,North America,Paid Search,Professional,Annual,20,99.95,1999.0,4,24,34.58,42.19,3,0,1,True,Invoice,9.7,72,12,0.432,0.043,0,52,33.37,25.2,26,24.99,45-59,Established,False,False,0
24,Male,North America,Paid Search,Professional,Monthly,31,97.21,3013.51,2,11,22.54,10.62,1,1,0,True,ACH,5.4,-18,73,0.356,0.022,0,318,15.34,44.4,8,48.6,18-29,Established,False,False,0
24,Male,Europe,Paid Search,Business,Monthly,33,421.74,13917.42,8,40,35.79,68.3,5,2,1,False,Credit Card,7.5,32,3,0.24,0.044,1,214,46.48,86.0,18,52.72,18-29,Established,False,True,0
44,Female,Middle East & Africa,Outbound Sales,Enterprise,Annual,12,1150.81,13809.72,7,29,41.62,58.26,0,0,0,False,Credit Card,7.4,29,32,0.442,0.176,0,351,42.92,10.4,0,164.4,30-44,Developing,False,True,0
69,Male,Europe,Partner,Basic,Annual,11,50.52,555.72,2,6,37.8,27.51,1,1,0,True,Credit Card,9.6,96,41,0.374,0.033,0,8,20.92,27.6,8,25.26,60+,Developing,True,False,0
60,Male,Latin America,Partner,Business,Monthly,25,361.44,9036.0,7,22,44.32,62.77,0,0,0,False,Credit Card,10.0,97,28,0.26,0.06,0,286,38.65,0.0,0,51.63,60+,Established,False,True,0
63,Female,Asia Pacific,Referral,Basic,Annual,19,55.02,1045.38,2,17,17.41,31.25,4,0,0,False,Credit Card,5.6,8,14,0.24,0.046,1,149,22.42,49.6,0,27.51,60+,Established,False,False,0
34,Female,Asia Pacific,Partner,Basic,Two-Year,12,73.63,883.56,3,19,24.07,25.92,3,0,0,False,Invoice,8.9,65,29,0.24,0.02,2,69,22.49,28.4,0,24.54,30-44,Developing,False,False,0
61,Female,Asia Pacific,Partner,Business,Monthly,29,264.78,7678.62,7,39,53.87,66.6,2,1,0,True,ACH,6.3,40,1,0.406,0.127,1,1,50.88,48.8,8,37.83,60+,Established,True,False,0
72,Male,North America,Paid Search,Business,Monthly,27,401.14,10830.78,4,20,42.56,38.04,2,0,0,False,Credit Card,9.4,44,17,0.316,0.023,0,272,30.27,18.4,0,100.28,60+,Established,False,True,0
42,Female,Europe,Social,Professional,Annual,48,157.98,7583.04,3,24,23.21,29.59,1,0,0,True,Credit Card,10.0,95,35,0.223,0.042,1,78,25.69,8.0,8,52.66,30-44,Long-Term,False,False,0
56,Male,Asia Pacific,Organic Search,Basic,Annual,9,52.55,472.95,3,20,37.17,47.08,1,0,1,True,Credit Card,10.0,100,3,0.248,0.095,1,41,32.17,8.0,26,17.52,45-59,Developing,True,False,0
30,Non-binary,Middle East & Africa,Organic Search,Basic,Annual,13,56.7,737.1,4,22,28.61,35.39,2,0,0,True,ACH,8.9,35,1,0.588,0.078,1,268,31.42,20.4,8,14.18,30-44,Developing,False,False,0
37,Female,Europe,Paid Search,Business,Annual,21,406.72,8541.12,5,12,32.9,26.76,2,1,1,False,Credit Card,7.5,37,23,0.271,0.016,0,278,21.34,44.0,18,81.34,30-44,Established,False,True,0
35,Male,Middle East & Africa,Social,Basic,Two-Year,26,74.8,1944.8,2,22,19.21,39.99,4,0,0,False,ACH,7.6,12,89,0.51,0.179,0,3,31.55,41.6,0,37.4,30-44,Established,True,False,0
33,Female,Asia Pacific,Paid Search,Basic,Monthly,46,47.31,2176.26,3,31,16.94,36.51,6,3,0,True,Credit Card,3.5,-41,0,0.511,0.14,0,77,33.7,100.0,8,15.77,30-44,Long-Term,False,False,0
64,Male,North America,Organic Search,Professional,Annual,30,99.01,2970.3,3,14,39.61,17.05,4,2,1,False,Credit Card,3.3,-21,37,0.471,0.196,2,76,24.16,94.8,18,33.0,60+,Established,False,False,0
52,Female,Europe,Social,Business,Annual,14,294.17,4118.38,3,19,23.65,25.48,2,2,1,True,PayPal,5.8,-1,63,0.653,0.186,0,35,28.08,68.8,26,98.06,45-59,Developing,True,False,0
67,Male,North America,Social,Basic,Monthly,7,29.64,207.48,4,20,20.34,49.3,2,0,0,True,Invoice,9.6,52,76,0.304,0.141,0,235,31.2,17.6,8,7.41,60+,Developing,False,False,0
33,Female,North America,Paid Search,Business,Monthly,10,323.11,3231.1,4,17,33.77,46.87,4,0,1,False,Credit Card,8.5,47,1,0.766,0.118,1,345,35.67,38.0,18,80.78,30-44,Developing,False,True,0
40,Female,Europe,Outbound Sales,Professional,Monthly,52,98.14,5103.28,3,13,26.44,18.81,8,0,2,True,Invoice,5.5,11,4,0.398,0.022,0,175,19.71,82.0,44,32.71,30-44,Long-Term,False,False,0
38,Female,Asia Pacific,Social,Business,Monthly,16,348.58,5577.28,8,37,53.16,64.81,1,1,0,False,Invoice,9.4,86,23,0.288,0.054,3,221,47.44,28.4,0,43.57,30-44,Developing,False,True,0
50,Male,Middle East & Africa,Organic Search,Professional,Annual,13,136.58,1775.54,4,23,23.93,32.67,2,0,0,True,ACH,10.0,90,44,0.079,0.036,1,4,24.79,16.0,8,34.15,45-59,Developing,True,False,0
43,Female,Europe,Organic Search,Professional,Monthly,12,74.07,888.84,3,21,25.38,26.48,0,0,0,True,Credit Card,8.0,51,47,0.594,0.023,0,317,27.31,8.0,8,24.69,30-44,Developing,False,False,0
58,Female,North America,Organic Search,Basic,Monthly,30,50.23,1506.9,2,11,23.41,10.36,4,1,0,False,PayPal,7.4,40,12,0.217,0.07,0,283,14.49,60.4,0,25.12,45-59,Established,False,False,0
55,Prefer not to say,Europe,Social,Enterprise,Annual,42,1193.46,50125.32,6,29,43.14,61.38,3,1,0,False,PayPal,8.6,77,9,0.416,0.024,3,292,42.31,47.6,0,198.91,45-59,Long-Term,False,True,0
46,Male,North America,Outbound Sales,Basic,Monthly,3,47.31,141.93,4,28,29.02,31.26,6,0,1,False,ACH,7.5,43,35,0.674,0.178,1,250,34.73,58.0,18,11.83,45-59,New,False,False,0
24,Male,Asia Pacific,Organic Search,Business,Monthly,49,259.78,12729.22,6,23,53.12,52.1,1,0,0,False,Invoice,9.6,45,42,0.619,0.029,1,115,40.56,9.6,0,43.3,18-29,Long-Term,False,False,0
31,Male,Latin America,Outbound Sales,Business,Annual,29,489.26,14188.54,2,6,28.99,32.04,7,1,0,True,Invoice,6.9,20,66,0.638,0.347,1,61,26.66,86.4,8,244.63,30-44,Established,False,True,0
19,Male,Latin America,Outbound Sales,Professional,Annual,15,134.74,2021.1,3,25,19.35,47.71,3,0,0,False,Invoice,8.3,37,24,0.394,0.11,0,326,33.35,30.8,0,44.91,18-29,Developing,False,False,0
38,Female,North America,Paid Search,Business,Annual,11,278.34,3061.74,4,11,31.72,37.19,1,0,0,False,Credit Card,8.1,52,63,0.303,0.006,0,329,24.07,15.6,0,69.58,30-44,Developing,False,False,0
30,Male,Latin America,Partner,Enterprise,Annual,26,1069.99,27819.74,7,26,44.01,64.24,3,0,0,False,Credit Card,7.8,58,17,0.407,0.018,0,236,41.85,32.8,0,152.86,30-44,Established,False,True,0
40,Female,Europe,Outbound Sales,Professional,Monthly,38,131.31,4989.78,3,34,36.85,43.85,3,1,1,True,Invoice,6.7,36,23,0.234,0.054,1,304,36.73,55.2,26,43.77,30-44,Long-Term,False,False,0
42,Female,Asia Pacific,Organic Search,Enterprise,Two-Year,7,1498.9,10492.3,7,37,63.59,77.66,2,1,0,True,Credit Card,7.9,9,14,0.672,0.088,4,317,57.13,42.4,8,214.13,30-44,Developing,False,True,0
62,Male,North America,Partner,Basic,Monthly,54,36.85,1989.9,2,19,32.92,25.4,8,5,0,False,Invoice,1.3,-72,18,0.278,0.067,1,247,24.58,100.0,0,18.42,60+,Long-Term,False,False,1
45,Female,Europe,Outbound Sales,Basic,Monthly,29,28.27,819.83,3,18,15.78,7.78,5,2,0,False,Credit Card,5.9,9,52,0.29,0.014,1,123,15.74,92.4,0,9.42,45-59,Established,False,False,0
74,Female,Europe,Partner,Professional,Annual,8,179.58,1436.64,8,35,45.69,75.82,5,3,0,False,ACH,5.7,-13,59,0.207,0.067,0,36,48.01,100.0,0,22.45,60+,Developing,True,False,0
67,Female,Asia Pacific,Paid Search,Business,Monthly,20,273.94,5478.8,6,25,36.45,54.1,0,0,0,True,PayPal,7.0,17,9,0.443,0.111,2,320,38.46,12.0,8,45.66,60+,Established,False,False,0
34,Male,North America,Social,Basic,Annual,10,68.49,684.9,3,19,27.45,43.98,5,2,0,False,Credit Card,5.6,9,3,0.597,0.265,1,60,34.46,93.6,0,22.83,30-44,Developing,False,False,0
51,Male,Europe,Paid Search,Enterprise,Annual,39,920.83,35912.37,4,38,33.1,58.03,5,1,1,False,ACH,7.3,37,25,0.372,0.078,3,91,43.76,68.8,18,230.21,45-59,Long-Term,False,True,0
27,Female,North America,Referral,Basic,Monthly,28,42.65,1194.2,4,37,21.62,48.45,2,1,1,False,ACH,7.6,44,1,0.567,0.134,0,204,41.15,43.6,18,10.66,18-29,Established,False,False,0
41,Female,Europe,Social,Professional,Two-Year,31,155.27,4813.37,4,24,32.42,38.54,3,1,1,True,Credit Card,7.2,23,31,0.395,0.016,1,275,31.29,53.2,26,38.82,30-44,Established,False,False,0
40,Female,Asia Pacific,Organic Search,Basic,Monthly,40,42.29,1691.6,2,20,18.19,37.2,3,1,1,False,Invoice,6.6,7,11,0.473,0.185,2,28,29.36,55.6,18,21.14,30-44,Long-Term,True,False,0
68,Male,Latin America,Social,Enterprise,Annual,10,1345.56,13455.6,3,14,27.45,40.39,3,2,0,False,Credit Card,8.4,26,1,0.302,0.055,1,128,26.15,66.4,0,448.52,60+,Developing,False,True,0
42,Female,Asia Pacific,Referral,Basic,Two-Year,53,60.07,3183.71,1,23,14.77,21.24,4,1,0,False,ACH,6.5,11,18,0.368,0.038,0,246,22.83,64.0,0,60.07,30-44,Long-Term,False,False,0
58,Male,North America,Outbound Sales,Enterprise,Monthly,42,777.77,32666.34,6,31,42.72,65.28,3,1,1,False,Credit Card,6.7,33,29,0.264,0.012,0,132,42.65,55.2,18,129.63,45-59,Long-Term,False,True,0
22,Female,Europe,Paid Search,Professional,Annual,34,146.46,4979.64,5,28,38.8,43.85,3,2,0,False,ACH,6.7,20,37,0.434,0.029,0,65,36.16,73.2,0,29.29,18-29,Established,False,False,0
